"customerkey","geographykey","customeralternatekey","customer_name","age","email_id","yearlyincome","address","phone","datefirstpurchase"
13490,368,"AW00013490","Edward   Rodriguez","79","edward42@adventure-works.com","120000.00","8848 Auburn","656-555-0187","2022-03-11"
13491,50,"AW00013491","Natalie   Howard","79","natalie14@adventure-works.com","120000.00","7177 Santa Rosa","110-555-0176","2022-01-30"
13492,301,"AW00013492","Christian C Foster","78","christian3@adventure-works.com","130000.00","6843 Mountain View Blvd","650-555-0164","2021-05-29"
13493,230,"AW00013493","Valerie R Zhao","53","valerie12@adventure-works.com","10000.00","6283 San Marino Ct.","1 (11) 500 555-0186","2022-03-26"
13494,156,"AW00013494","Byron K Gutierrez","56","byron7@adventure-works.com","10000.00","Karl Liebknecht str 399","1 (11) 500 555-0126","2022-05-18"
13495,266,"AW00013495","Micheal W Alvarez","56","micheal1@adventure-works.com","20000.00","6261 Chestnut Avenue","1 (11) 500 555-0146","2022-03-23"
13496,221,"AW00013496","Lucas G Morris","56","lucas89@adventure-works.com","20000.00","42, impasse Ste-Madeleine","1 (11) 500 555-0188","2022-04-17"
13497,132,"AW00013497","Deborah R Sharma","57","deborah14@adventure-works.com","20000.00","Auf Der Steige 2234","1 (11) 500 555-0140","2022-02-24"
13498,186,"AW00013498","Joel   Mehta","56","joel13@adventure-works.com","30000.00","75, rue de Cambrai","1 (11) 500 555-0173","2022-08-19"
13499,187,"AW00013499","Olivia K Cox","56","olivia36@adventure-works.com","30000.00","90, rue Lauriston","1 (11) 500 555-0147","2022-02-13"
13500,142,"AW00013500","Molly C Vance","60","molly4@adventure-works.com","10000.00","Brunnenstr 5511","1 (11) 500 555-0153","2022-11-20"
13501,177,"AW00013501","Clayton M Zhu","60","clayton13@adventure-works.com","10000.00","Hansaallee 4282","1 (11) 500 555-0140","2022-05-17"
13502,164,"AW00013502","Deborah E Nara","60","deborah20@adventure-works.com","10000.00","Platz des Landtags 33","1 (11) 500 555-0159","2022-08-18"
13503,268,"AW00013503","Theodore   Gomez","55","theodore1@adventure-works.com","10000.00","2103 Baldwin Dr","1 (11) 500 555-0167","2022-04-19"
13504,207,"AW00013504","Beth R Alonso","62","beth10@adventure-works.com","10000.00","68, avenue de l´ Union Centrale","1 (11) 500 555-0126","2020-11-15"
13505,236,"AW00013505","Jamie S Cai","62","jamie25@adventure-works.com","10000.00","2256 Regency Dr.","1 (11) 500 555-0169","2022-06-07"
13506,226,"AW00013506","Willie   Guo","52","willie16@adventure-works.com","10000.00","8919, rue Basse-du-Rocher","1 (11) 500 555-0160","2022-10-03"
13507,231,"AW00013507","Margaret J Patterson","63","margaret4@adventure-works.com","10000.00","9089 Bonsai Court","1 (11) 500 555-0110","2022-04-19"
13508,205,"AW00013508","Cassandra T Sanchez","81","cassandra21@adventure-works.com","20000.00","11, avenue de la Gare","1 (11) 500 555-0146","2022-02-04"
13509,279,"AW00013509","Lucas   Johnson","81","lucas14@adventure-works.com","30000.00","873 Wellington Avenue","1 (11) 500 555-0110","2022-05-17"
13510,211,"AW00013510","Jon R Shen","72","jon43@adventure-works.com","10000.00","62, cours Mirabeau","1 (11) 500 555-0119","2022-02-02"
13511,216,"AW00013511","Ernest   Liu","77","ernest4@adventure-works.com","10000.00","862, rue Mazagran","1 (11) 500 555-0185","2020-12-03"
13512,211,"AW00013512","Ken   Sánchez","77","ken3@adventure-works.com","10000.00","2, rue Malar","967-555-0100","2022-08-06"
13513,162,"AW00013513","Abigail R Henderson","77","abigail73@adventure-works.com","30000.00","Am Grossen Dern 4284","1 (11) 500 555-0133","2020-01-01"
13514,115,"AW00013514","Lindsay   Luo","76","lindsay6@adventure-works.com","10000.00","Kappellweg 613","1 (11) 500 555-0189","2020-02-17"
13515,135,"AW00013515","Cara M Liang","76","cara12@adventure-works.com","20000.00","Heideweg 6446","1 (11) 500 555-0145","2020-02-11"
13516,246,"AW00013516","Harold A Ray","76","harold8@adventure-works.com","30000.00","4082 Virginia Hills","1 (11) 500 555-0124","2022-07-22"
13517,256,"AW00013517","Nicolas D Sharma","76","nicolas7@adventure-works.com","30000.00","3521 Fourth St.","1 (11) 500 555-0132","2021-12-22"
13518,28,"AW00013518","Brendan   Goldstein","39","brendan17@adventure-works.com","10000.00","9294 Virgina Hills Drive","1 (11) 500 555-0144","2021-06-17"
13519,35,"AW00013519","Lucas   Foster","40","lucas64@adventure-works.com","10000.00","8831 Versailles Pl.","1 (11) 500 555-0176","2021-06-26"
13520,32,"AW00013520","Carol   Nelson","40","carol13@adventure-works.com","10000.00","2023 Wood Ranch Circle","1 (11) 500 555-0176","2021-06-17"
13521,28,"AW00013521","Sandra N Lu","40","sandra18@adventure-works.com","10000.00","4946 Abbey Court","1 (11) 500 555-0150","2021-06-22"
13522,34,"AW00013522","Logan   Taylor","40","logan60@adventure-works.com","10000.00","988 Mt. Everest Court","1 (11) 500 555-0120","2022-04-24"
13523,29,"AW00013523","Adrienne   Ruiz","41","adrienne2@adventure-works.com","10000.00","934 St. Paul Way","1 (11) 500 555-0127","2022-05-23"
13524,18,"AW00013524","Cheryl   Blanco","40","cheryl18@adventure-works.com","20000.00","7546 Gonzalez Ct.","1 (11) 500 555-0118","2021-06-20"
13525,6,"AW00013525","Cassandra   Van","40","cassandra4@adventure-works.com","20000.00","2559 Altura Drive","1 (11) 500 555-0110","2021-06-06"
13526,30,"AW00013526","Krystal D Liu","40","krystal4@adventure-works.com","20000.00","7468 Franklin Canyon Road","1 (11) 500 555-0163","2021-07-15"
13527,23,"AW00013527","Tonya N Andersen","41","tonya12@adventure-works.com","20000.00","8467 Clifford Court","1 (11) 500 555-0148","2021-07-08"
13528,5,"AW00013528","Carmen S Lopez","41","carmen1@adventure-works.com","20000.00","4912 La Vuelta","1 (11) 500 555-0143","2021-07-10"
13529,38,"AW00013529","Pamela A Martinez","41","pamela21@adventure-works.com","20000.00","9901 Sequoia Woods Pl","1 (11) 500 555-0113","2021-07-16"
13530,266,"AW00013530","Krystal D Chen","75","krystal2@adventure-works.com","40000.00","4605 Merced Circle","1 (11) 500 555-0126","2022-09-14"
13531,218,"AW00013531","Tyrone   Gutierrez","57","tyrone10@adventure-works.com","30000.00","1, rue de la Cavalerie","1 (11) 500 555-0180","2022-09-05"
13532,173,"AW00013532","Melody V Gill","52","melody14@adventure-works.com","30000.00","Am Kreuz 475","1 (11) 500 555-0112","2022-09-25"
13533,231,"AW00013533","Eduardo G Butler","51","eduardo58@adventure-works.com","30000.00","9327 Roland Drive","1 (11) 500 555-0196","2022-04-09"
13534,253,"AW00013534","Beth   Navarro","57","beth12@adventure-works.com","30000.00","3287 Trees Dr.","1 (11) 500 555-0133","2022-08-07"
13535,238,"AW00013535","Omar J Nara","58","omar37@adventure-works.com","20000.00","5823 Hooftrail Way","1 (11) 500 555-0180","2022-07-21"
13536,208,"AW00013536","Arianna   Ward","48","arianna34@adventure-works.com","10000.00","15, avenue de la Gare","1 (11) 500 555-0188","2020-12-24"
13537,210,"AW00013537","Jill E Moreno","59","jill14@adventure-works.com","10000.00","1359, avenue de l´Europe","1 (11) 500 555-0139","2020-11-29"
13538,133,"AW00013538","Vanessa   Henderson","48","vanessa5@adventure-works.com","20000.00","Marienplatz 22225","1 (11) 500 555-0185","2020-02-24"
13539,255,"AW00013539","Roger   Guo","59","roger22@adventure-works.com","30000.00","2759 San Gabriel Dr.","1 (11) 500 555-0111","2022-08-05"
13540,117,"AW00013540","Paula   Ortega","47","paula23@adventure-works.com","40000.00","Marketplatz 5103","1 (11) 500 555-0113","2020-02-09"
13541,157,"AW00013541","Ashlee   Xu","58","ashlee12@adventure-works.com","40000.00","Holzstr 4222","1 (11) 500 555-0114","2020-02-28"
13542,131,"AW00013542","Sharon C Kumar","54","sharon14@adventure-works.com","30000.00","Buergermeister-ulrich-str 4499","1 (11) 500 555-0173","2020-02-26"
13543,158,"AW00013543","Phillip   Rana","60","phillip12@adventure-works.com","30000.00","Reiherweg 5944","1 (11) 500 555-0152","2020-02-26"
13544,247,"AW00013544","Joy L Martin","42","joy1@adventure-works.com","20000.00","9401 Columbia River Ct","1 (11) 500 555-0174","2022-04-19"
13545,119,"AW00013545","Brad J Sharma","48","brad9@adventure-works.com","30000.00","Pappelallee 400","1 (11) 500 555-0192","2020-02-11"
13546,170,"AW00013546","Mitchell D Jai","48","mitchell10@adventure-works.com","30000.00","Curieweg 5777","1 (11) 500 555-0113","2020-01-29"
13547,269,"AW00013547","Michele   Jimenez","44","michele40@adventure-works.com","10000.00","491 Terrapin Court","1 (11) 500 555-0185","2022-08-16"
13548,118,"AW00013548","Bridget M Jai","48","bridget13@adventure-works.com","30000.00","Helsenbergbogen 2","1 (11) 500 555-0117","2020-02-01"
13549,196,"AW00013549","Richard   King","49","richard21@adventure-works.com","10000.00","3, rue de Maubeuge","1 (11) 500 555-0180","2022-05-01"
13550,208,"AW00013550","Joe   Malhotra","49","joe9@adventure-works.com","20000.00","88, avenue de l´ Union Centrale","1 (11) 500 555-0169","2022-03-21"
13551,236,"AW00013551","Jacob   Lee","48","jacob18@adventure-works.com","30000.00","6318 Marclair Dr.","1 (11) 500 555-0134","2021-12-04"
13552,208,"AW00013552","Trevor L Hughes","49","trevor11@adventure-works.com","30000.00","959, rue Jean Mermoz","1 (11) 500 555-0138","2020-12-24"
13553,262,"AW00013553","Jessica   Coleman","43","jessica30@adventure-works.com","30000.00","331 Muy Verde","1 (11) 500 555-0127","2021-11-30"
13554,245,"AW00013554","Paula W Moreno","48","paula9@adventure-works.com","30000.00","1299 Carpetta Circle","1 (11) 500 555-0182","2021-12-11"
13555,183,"AW00013555","Tammy L Smith","43","tammy9@adventure-works.com","40000.00","7, rue de la Centenaire","1 (11) 500 555-0113","2020-12-24"
13556,205,"AW00013556","Alisha   Nath","48","alisha43@adventure-works.com","40000.00","7837, boulevard Beau Marchais","1 (11) 500 555-0173","2020-12-19"
13557,246,"AW00013557","Stacey A Liu","49","stacey4@adventure-works.com","40000.00","4046 Maywood Lane","1 (11) 500 555-0163","2021-12-15"
13558,190,"AW00013558","Karen K Lu","43","karen21@adventure-works.com","40000.00","22, rue de l'Espace De Schengen","1 (11) 500 555-0161","2020-12-16"
13559,123,"AW00013559","Lori M Ramos","49","lori18@adventure-works.com","50000.00","Herzogstr 3899","1 (11) 500 555-0156","2020-02-26"
13560,167,"AW00013560","Andres T Shan","43","andres7@adventure-works.com","50000.00","Im Himmelsweg 89","1 (11) 500 555-0135","2020-03-19"
13561,253,"AW00013561","Gary E Navarro","49","gary21@adventure-works.com","50000.00","1433 C Mt. Hood Crest","1 (11) 500 555-0110","2021-11-29"
13562,261,"AW00013562","Bryant   Van","49","bryant4@adventure-works.com","50000.00","3968 Beauty","1 (11) 500 555-0171","2021-12-23"
13563,269,"AW00013563","Phillip M Sai","49","phillip6@adventure-works.com","50000.00","3141 Jalalon Place","1 (11) 500 555-0146","2020-01-08"
13564,193,"AW00013564","Sabrina   Blanco","66","sabrina9@adventure-works.com","10000.00","3, rue de la Cavalerie","1 (11) 500 555-0149","2020-12-05"
13565,216,"AW00013565","Tiffany K Zhao","50","tiffany10@adventure-works.com","10000.00","8811, rue de Longchamp","1 (11) 500 555-0111","2021-01-23"
13566,161,"AW00013566","Mikael   Sandberg","67","mikael1@adventure-works.com","10000.00","Roßstr 6642","854-555-0100","2022-06-23"
13567,176,"AW00013567","Anne T Rubio","67","anne21@adventure-works.com","10000.00","Am Kreuz 416","1 (11) 500 555-0188","2020-03-05"
13568,199,"AW00013568","Max C Jimenez","67","max6@adventure-works.com","10000.00","386, avenue de Malakoff","1 (11) 500 555-0121","2022-02-18"
13569,127,"AW00013569","Marcus   Hall","44","marcus25@adventure-works.com","10000.00","Auf dem Ufer 164","1 (11) 500 555-0145","2022-05-31"
13570,121,"AW00013570","Benjamin J Jackson","50","benjamin48@adventure-works.com","10000.00","Zimmerstr 24266","1 (11) 500 555-0132","2020-03-14"
13571,214,"AW00013571","Allen I Mehta","44","allen12@adventure-works.com","10000.00","2, rue Henri Gagnon","1 (11) 500 555-0151","2022-01-28"
13572,176,"AW00013572","Shaun   Deng","50","shaun3@adventure-works.com","10000.00","Haberstr 41","1 (11) 500 555-0172","2020-03-02"
13573,183,"AW00013573","Edwin M Pal","49","edwin35@adventure-works.com","20000.00","99, rue Royale","1 (11) 500 555-0154","2022-05-13"
13574,128,"AW00013574","Brenda   Garcia","50","brenda18@adventure-works.com","20000.00","Nonnendamm 63","1 (11) 500 555-0187","2022-01-30"
13575,211,"AW00013575","Alicia D Shen","74","alicia1@adventure-works.com","70000.00","80, rue de Fontfroide","1 (11) 500 555-0143","2021-01-18"
13576,256,"AW00013576","Tamara   Lal","62","tamara20@adventure-works.com","160000.00","2697 Mt. Everest Ct.","1 (11) 500 555-0171","2020-01-09"
13577,204,"AW00013577","Theodore   Torres","73","theodore12@adventure-works.com","70000.00","1004, rue des Bouchers","1 (11) 500 555-0115","2021-01-21"
13578,188,"AW00013578","Karl G Nath","73","karl19@adventure-works.com","70000.00","4138 Shore Rd.","1 (11) 500 555-0188","2023-01-15"
13579,121,"AW00013579","Alan   Chen","67","alan6@adventure-works.com","110000.00","Rotthäuser Weg 202","1 (11) 500 555-0143","2020-03-27"
13580,172,"AW00013580","Carol P Xu","72","carol24@adventure-works.com","110000.00","Alderstr 27","1 (11) 500 555-0150","2020-03-23"
13581,237,"AW00013581","Albert W Blanco","72","albert15@adventure-works.com","130000.00","3316 Balhan Dr","1 (11) 500 555-0130","2020-01-04"
13582,256,"AW00013582","Martha   Gao","72","martha14@adventure-works.com","130000.00","4060 Roundtree Court","1 (11) 500 555-0194","2022-01-29"
13583,238,"AW00013583","Blake   Butler","63","blake62@adventure-works.com","90000.00","3857 Mt. Etna","1 (11) 500 555-0129","2020-01-21"
13584,267,"AW00013584","Isaiah E Cox","59","isaiah9@adventure-works.com","70000.00","2181 Brownstone Rd.","1 (11) 500 555-0144","2020-01-26"
13585,243,"AW00013585","Savannah   Morris","59","savannah17@adventure-works.com","80000.00","7650 Central Blvd","1 (11) 500 555-0193","2020-01-22"
13586,238,"AW00013586","Larry B Alonso","59","larry10@adventure-works.com","80000.00","8260 Klamath Woods Pl.","1 (11) 500 555-0178","2022-04-27"
13587,154,"AW00013587","Kristina   Subram","63","kristina13@adventure-works.com","100000.00","Erlenweg 7949","1 (11) 500 555-0125","2022-10-28"
13588,158,"AW00013588","Deb A Dominguez","64","deb5@adventure-works.com","130000.00","Im Himmelsweg 89","1 (11) 500 555-0148","2022-11-16"
13589,221,"AW00013589","Cameron M Smith","59","cameron42@adventure-works.com","90000.00","873487, rue de Berri","1 (11) 500 555-0129","2022-08-20"
13590,277,"AW00013590","Louis B Xie","65","louis20@adventure-works.com","170000.00","6553 San Miguel Rd.","1 (11) 500 555-0115","2020-01-03"
13591,278,"AW00013591","Latasha A Alonso","59","latasha8@adventure-works.com","170000.00","2168 Reading Drive","1 (11) 500 555-0110","2020-01-02"
13592,207,"AW00013592","Gabriella J Collins","60","gabriella23@adventure-works.com","70000.00","5bis, boulevard du Montparnasse","1 (11) 500 555-0183","2021-01-02"
13593,167,"AW00013593","Deanna A Navarro","66","deanna36@adventure-works.com","100000.00","Zimmerstr 222","1 (11) 500 555-0199","2022-12-15"
13594,147,"AW00013594","Jessica A Williams","66","jessica49@adventure-works.com","100000.00","Unter Linden 987","1 (11) 500 555-0116","2022-07-28"
13595,220,"AW00013595","Cole L Stewart","67","cole23@adventure-works.com","70000.00","20, rue des Rosiers","1 (11) 500 555-0188","2021-01-13"
13596,225,"AW00013596","Billy R Gomez","67","billy2@adventure-works.com","80000.00","86, rue Mazagran","1 (11) 500 555-0141","2022-02-10"
13597,120,"AW00013597","Lance D Gutierrez","67","lance11@adventure-works.com","90000.00","Lieblingsweg 45","1 (11) 500 555-0188","2022-08-19"
13598,162,"AW00013598","Keith R Luo","61","keith8@adventure-works.com","120000.00","Am Gallberg 656","1 (11) 500 555-0149","2022-10-07"
13599,229,"AW00013599","Valerie M Zhu","62","valerie16@adventure-works.com","120000.00","7314 El Capitan Lane","1 (11) 500 555-0110","2022-05-01"
13600,273,"AW00013600","Marie   Sanz","67","marie44@adventure-works.com","170000.00","1156 Dublin Court","1 (11) 500 555-0155","2020-02-03"
13601,164,"AW00013601","Tanya N Dominguez","68","tanya9@adventure-works.com","100000.00","Berliner Platz 499","1 (11) 500 555-0168","2023-01-03"
13602,231,"AW00013602","Virginia   Mehta","68","virginia16@adventure-works.com","110000.00","3168 1 Drive","1 (11) 500 555-0111","2020-02-05"
13603,243,"AW00013603","Molly S Martinez","68","molly16@adventure-works.com","120000.00","9698 N Lucile Lane","1 (11) 500 555-0155","2022-03-22"
13604,249,"AW00013604","Nuan   Zheng","62","nuan3@adventure-works.com","130000.00","3964 Stony Hill Circle","1 (11) 500 555-0172","2022-10-10"
13605,184,"AW00013605","Gerrit Jan Straatsma","68","gerrit0@adventure-works.com","80000.00","26, avenue de Malakoff","1 (11) 500 555-0179","2021-01-21"
13606,118,"AW00013606","Drew   Sharma","69","drew10@adventure-works.com","100000.00","Wolfgangstraße 18","1 (11) 500 555-0149","2020-04-17"
13607,145,"AW00013607","Levi J Rana","64","levi10@adventure-works.com","110000.00","Essener Straße 82","1 (11) 500 555-0199","2020-04-18"
13608,151,"AW00013608","Karla H Kumar","69","karla8@adventure-works.com","120000.00","Berliner Platz 77","1 (11) 500 555-0189","2022-10-12"
13609,252,"AW00013609","Ramon K Yang","64","ramon4@adventure-works.com","150000.00","6740 11th St. NE","1 (11) 500 555-0150","2022-08-07"
13610,204,"AW00013610","Omar R Sharma","69","omar29@adventure-works.com","80000.00","5711, rue des Ecoles","1 (11) 500 555-0145","2022-03-21"
13611,218,"AW00013611","Marshall L Huang","70","marshall5@adventure-works.com","90000.00","33, quai de l´ Iton","1 (11) 500 555-0189","2023-01-05"
13612,271,"AW00013612","Hailey C Ross","71","hailey25@adventure-works.com","130000.00","8457 Teak Court","1 (11) 500 555-0114","2022-06-10"
13613,16,"AW00013613","Derek E Jai","42","derek10@adventure-works.com","60000.00","460 Carzino Ct","1 (11) 500 555-0129","2022-02-13"
13614,11,"AW00013614","Julie   Becker","37","julie22@adventure-works.com","60000.00","2826 C Del Rio Ln.","1 (11) 500 555-0142","2022-04-26"
13615,18,"AW00013615","Jacquelyn I Rowe","43","jacquelyn22@adventure-works.com","60000.00","565 Park Highlands","1 (11) 500 555-0197","2022-01-29"
13616,39,"AW00013616","Cole E Ramirez","42","cole9@adventure-works.com","70000.00","9318 Larch Ct.","1 (11) 500 555-0166","2021-07-14"
13617,33,"AW00013617","Gerald   Suri","42","gerald29@adventure-works.com","70000.00","3143 N. Main","1 (11) 500 555-0119","2022-04-18"
13618,34,"AW00013618","Jay M Raman","41","jay19@adventure-works.com","70000.00","5508 Trembath Court","1 (11) 500 555-0181","2021-07-11"
13619,14,"AW00013619","Arturo   Xu","42","arturo13@adventure-works.com","70000.00","6111 Guadalajara","1 (11) 500 555-0173","2021-07-20"
13620,2,"AW00013620","Damien M Ye","42","damien7@adventure-works.com","70000.00","9167 Jam Way","1 (11) 500 555-0178","2021-07-06"
13621,39,"AW00013621","Melody   Ruiz","44","melody2@adventure-works.com","60000.00","7786 Olive St","1 (11) 500 555-0113","2022-07-23"
13622,10,"AW00013622","Alan   Wang","44","alan29@adventure-works.com","70000.00","9686 Willbrook Court","1 (11) 500 555-0173","2021-07-02"
13623,35,"AW00013623","Mitchell   Carson","45","mitchell13@adventure-works.com","80000.00","9715 San Francisco","1 (11) 500 555-0163","2022-06-27"
13624,39,"AW00013624","Nicole C Long","44","nicole58@adventure-works.com","80000.00","1355 Sequoia Drive","1 (11) 500 555-0139","2022-02-22"
13625,13,"AW00013625","Jason J Campbell","39","jason36@adventure-works.com","90000.00","9371 Jacqueline Way","1 (11) 500 555-0124","2021-07-21"
13626,20,"AW00013626","Johnathan D Madan","39","johnathan9@adventure-works.com","90000.00","6660 Acardia Pl.","1 (11) 500 555-0110","2021-07-13"
13627,3,"AW00013627","Natasha K Rubio","46","natasha21@adventure-works.com","80000.00","7889 Mitchelleanjen Ln.","1 (11) 500 555-0115","2022-03-17"
13628,33,"AW00013628","Kaitlin   Schmidt","44","kaitlin10@adventure-works.com","110000.00","7886 Burwood Way","1 (11) 500 555-0168","2022-04-01"
13629,26,"AW00013629","Karla W Yuan","46","karla7@adventure-works.com","90000.00","9595 Zion Avenue","1 (11) 500 555-0123","2021-07-21"
13630,19,"AW00013630","Brenda   Arun","46","brenda10@adventure-works.com","90000.00","1048 Las Quebradas Lane","1 (11) 500 555-0185","2021-07-01"
13631,8,"AW00013631","Joe   Subram","45","joe16@adventure-works.com","90000.00","8620 Moss Hollow Court","1 (11) 500 555-0136","2021-07-01"
13632,28,"AW00013632","Cheryl C Munoz","46","cheryl9@adventure-works.com","90000.00","9348 Notre Dame Ave","1 (11) 500 555-0121","2021-07-22"
13633,11,"AW00013633","Juan   Ramos","46","juan5@adventure-works.com","90000.00","5751 Concord Place","1 (11) 500 555-0180","2021-07-25"
13634,20,"AW00013634","Alexis L Russell","46","alexis43@adventure-works.com","100000.00","7260 Turner Dr.","1 (11) 500 555-0110","2022-09-03"
13635,8,"AW00013635","Kurt D Deng","47","kurt1@adventure-works.com","80000.00","8065 Sand Point Road","1 (11) 500 555-0139","2022-02-01"
13636,39,"AW00013636","Jarrod   Rodriguez","47","jarrod18@adventure-works.com","90000.00","1289 Quiz St.","1 (11) 500 555-0125","2021-07-14"
13637,19,"AW00013637","Victoria S Cooper","46","victoria35@adventure-works.com","110000.00","7462 Linden Land","1 (11) 500 555-0192","2021-07-25"
13638,18,"AW00013638","Diana   Alvarez","46","diana3@adventure-works.com","110000.00","7539 Hazelwood Lane","1 (11) 500 555-0197","2021-07-14"
13639,34,"AW00013639","Colin   Liang","47","colin18@adventure-works.com","100000.00","4571 Guadalupe","1 (11) 500 555-0134","2022-02-14"
13640,22,"AW00013640","Rachael G Patel","47","rachael3@adventure-works.com","100000.00","9815 Marlboro Court","1 (11) 500 555-0167","2022-03-15"
13641,25,"AW00013641","Adrian K Watson","48","adrian2@adventure-works.com","90000.00","3205 Sierra Drive","1 (11) 500 555-0143","2022-03-17"
13642,3,"AW00013642","Cassie   Nara","48","cassie15@adventure-works.com","100000.00","6264 Center Ave","1 (11) 500 555-0180","2022-05-09"
13643,5,"AW00013643","Ronald B Sai","48","ronald7@adventure-works.com","100000.00","6738 Wallace Dr.","1 (11) 500 555-0174","2021-07-07"
13644,32,"AW00013644","Kristi M Dominguez","48","kristi8@adventure-works.com","100000.00","4655 Dance Court","1 (11) 500 555-0154","2021-07-16"
13645,24,"AW00013645","Eugene L He","48","eugene23@adventure-works.com","100000.00","4195 May Way","1 (11) 500 555-0123","2021-07-19"
13646,40,"AW00013646","Terry R Yuan","42","terry10@adventure-works.com","110000.00","8358 Lightwood Drive","1 (11) 500 555-0117","2021-07-22"
13647,22,"AW00013647","Armando M Alonso","48","armando8@adventure-works.com","120000.00","9806 North Star Dr.","1 (11) 500 555-0174","2021-07-01"
13648,26,"AW00013648","Arturo   Sharma","42","arturo34@adventure-works.com","120000.00","2921 Glen Wood Drive","1 (11) 500 555-0149","2021-07-29"
13649,27,"AW00013649","Rebekah   Suarez","47","rebekah39@adventure-works.com","110000.00","Pascalstr 646","1 (11) 500 555-0138","2021-07-20"
13650,12,"AW00013650","Jessie A She","47","jessie29@adventure-works.com","110000.00","5866 Military E","1 (11) 500 555-0154","2021-07-11"
13651,30,"AW00013651","Jerry C Sharma","47","jerry10@adventure-works.com","120000.00","9177 Concord Royale","1 (11) 500 555-0138","2021-07-06"
13652,536,"AW00013652","Tamara A Zeng","77","tamara11@adventure-works.com","90000.00","5243 Miguel Drive","818-555-0163","2022-05-08"
13653,612,"AW00013653","Tony   Chander","77","tony18@adventure-works.com","90000.00","6007 Concord Pl.","253-555-0173","2021-05-13"
13654,609,"AW00013654","Shawn R Andersen","77","shawn15@adventure-works.com","100000.00","233 Waterview Terr.","116-555-0136","2022-07-08"
13655,609,"AW00013655","Christopher L Walker","72","christopher23@adventure-works.com","100000.00","7646 H Stagecoach Rd","102-555-0150","2022-11-06"
13656,298,"AW00013656","Faith   Howard","71","faith30@adventure-works.com","110000.00","8071 Daylight Place","116-555-0173","2022-07-14"
13657,543,"AW00013657","Kaylee M Collins","77","kaylee22@adventure-works.com","110000.00","4755 Easley Drive","169-555-0199","2021-04-30"
13658,634,"AW00013658","Wyatt J Bennett","77","wyatt53@adventure-works.com","130000.00","9928 Stinson","198-555-0197","2021-05-13"
13659,607,"AW00013659","Clayton   Shan","77","clayton28@adventure-works.com","130000.00","6709 Prestwick Ave","396-555-0111","2022-06-05"
13660,53,"AW00013660","Ethan   Davis","76","ethan37@adventure-works.com","70000.00","4054 Breck Court","225-555-0119","2022-05-20"
13661,271,"AW00013661","Andre M Sara","42","andre10@adventure-works.com","40000.00","3186 Concord Ct.","1 (11) 500 555-0195","2020-02-05"
13662,190,"AW00013662","Miguel C Roberts","38","miguel39@adventure-works.com","20000.00","80, avenue des Champs-Elysées","1 (11) 500 555-0193","2021-01-12"
13663,177,"AW00013663","Melvin R Tang","39","melvin4@adventure-works.com","10000.00","Rehstr 6446","1 (11) 500 555-0195","2022-02-02"
13664,264,"AW00013664","Larry T Diaz","45","larry4@adventure-works.com","10000.00","8036 Weaver Lane","1 (11) 500 555-0145","2022-07-27"
13665,276,"AW00013665","Kristi   Randall","40","kristi28@adventure-works.com","10000.00","7320 Bloching Circle","1 (11) 500 555-0118","2022-08-02"
13666,119,"AW00013666","Teresa   Ruiz","45","teresa3@adventure-works.com","20000.00","Nollendorfplatz 58888","1 (11) 500 555-0166","2020-04-14"
13667,211,"AW00013667","Andres   Deng","45","andres0@adventure-works.com","20000.00","37, place de Fontenoy","1 (11) 500 555-0152","2021-01-03"
13668,2,"AW00013668","Stanley Z Martinez","49","stanley19@adventure-works.com","60000.00","1288 Vista Del Rio","1 (11) 500 555-0191","2022-02-06"
13669,23,"AW00013669","Kristy   Gill","55","kristy12@adventure-works.com","60000.00","3675 Q St.","1 (11) 500 555-0129","2022-04-20"
13670,13,"AW00013670","Brittney K Zeng","55","brittney21@adventure-works.com","60000.00","9389 Fern Leaf Lane","1 (11) 500 555-0144","2022-02-22"
13671,173,"AW00013671","Frank   Ramos","44","frank25@adventure-works.com","30000.00","Carlsplatz 43","1 (11) 500 555-0146","2023-01-28"
13672,187,"AW00013672","Benjamin C Davis","38","benjamin39@adventure-works.com","20000.00","11, quai de l´ Iton","1 (11) 500 555-0110","2022-06-27"
13673,213,"AW00013673","Sandra   He","37","sandra26@adventure-works.com","20000.00","9, avenue Reille","1 (11) 500 555-0142","2022-11-17"
13674,200,"AW00013674","Drew L Shen","38","drew2@adventure-works.com","20000.00","401, rue de Cambrai","1 (11) 500 555-0169","2022-05-05"
13675,256,"AW00013675","Stanley   Sai","38","stanley6@adventure-works.com","20000.00","3704 Panoramic Drive","1 (11) 500 555-0118","2022-06-16"
13676,270,"AW00013676","George L Kapoor","38","george7@adventure-works.com","20000.00","4613 Benedict Court","1 (11) 500 555-0189","2022-03-27"
13677,174,"AW00013677","Brian T Albrecht","40","brian35@adventure-works.com","30000.00","Heiderweg 4624","1 (11) 500 555-0119","2023-01-04"
13678,240,"AW00013678","Warren A Goel","44","warren9@adventure-works.com","40000.00","9236 Woodland Drive","1 (11) 500 555-0186","2020-02-23"
13679,242,"AW00013679","Sandra   Li","44","sandra9@adventure-works.com","40000.00","1102 Geary Ct","1 (11) 500 555-0163","2020-02-23"
13680,271,"AW00013680","Jan K Watson","43","jan4@adventure-works.com","40000.00","37 Amaranth Way","1 (11) 500 555-0155","2020-02-17"
